id_projeto,nome_marco,tipo_marco,data_prevista,data_real,status_marco,atraso_marco
PROJ-0182,Execução - Projeto Industrial 182,Execução,2024-01-12,2024-01-16,Concluído,4
PROJ-0182,Monitoramento - Projeto Industrial 182,Monitoramento,2024-02-16,2024-02-21,Concluído,5
PROJ-0182,Encerramento - Projeto Industrial 182,Encerramento,2024-03-23,2024-03-29,Concluído,6
PROJ-0183,Iniciação - Projeto Comercial 183,Iniciação,2023-08-28,2023-08-31,Concluído,3
PROJ-0183,Planejamento - Projeto Comercial 183,Planejamento,2023-12-01,2023-12-03,Concluído,2
PROJ-0183,Execução - Projeto Comercial 183,Execução,2024-03-05,,Atrasado,16
PROJ-0183,Monitoramento - Projeto Comercial 183,Monitoramento,2024-06-08,2024-06-16,Concluído,8
PROJ-0184,Iniciação - Projeto Industrial 184,Iniciação,2023-09-28,2023-09-30,Concluído,2
PROJ-0184,Planejamento - Projeto Industrial 184,Planejamento,2023-11-23,2023-11-27,Concluído,4
PROJ-0184,Execução - Projeto Industrial 184,Execução,2024-01-19,,Atrasado,20
PROJ-0184,Monitoramento - Projeto Industrial 184,Monitoramento,2024-03-15,2024-03-19,Concluído,4
PROJ-0184,Encerramento - Projeto Industrial 184,Encerramento,2024-05-11,,Atrasado,15
PROJ-0185,Iniciação - Projeto Residencial 185,Iniciação,2023-05-09,2023-05-16,Concluído,7
PROJ-0185,Planejamento - Projeto Residencial 185,Planejamento,2023-11-10,2023-11-11,Concluído,1
PROJ-0185,Execução - Projeto Residencial 185,Execução,2024-05-13,2024-05-15,Concluído,2
PROJ-0186,Iniciação - Projeto Residencial 186,Iniciação,2023-10-11,,Atrasado,17
PROJ-0186,Planejamento - Projeto Residencial 186,Planejamento,2023-10-24,2023-11-01,Concluído,8
PROJ-0186,Execução - Projeto Residencial 186,Execução,2023-11-06,2023-11-11,Concluído,5
PROJ-0186,Monitoramento - Projeto Residencial 186,Monitoramento,2023-11-19,2023-11-20,Concluído,1
PROJ-0187,Iniciação - Projeto Comercial 187,Iniciação,2024-03-16,2024-03-16,Concluído,0
PROJ-0187,Planejamento - Projeto Comercial 187,Planejamento,2024-05-23,,Atrasado,13
PROJ-0187,Execução - Projeto Comercial 187,Execução,2024-07-30,2024-08-07,Concluído,8
PROJ-0187,Monitoramento - Projeto Comercial 187,Monitoramento,2024-10-06,,Atrasado,8
PROJ-0187,Encerramento - Projeto Comercial 187,Encerramento,2024-12-13,2024-12-20,Concluído,7
PROJ-0187,Encerramento - Projeto Comercial 187,Encerramento,2025-02-20,2025-02-25,Concluído,5
PROJ-0188,Iniciação - Projeto Industrial 188,Iniciação,2023-01-06,2023-01-15,Concluído,9
PROJ-0188,Planejamento - Projeto Industrial 188,Planejamento,2023-03-25,2023-03-31,Concluído,6
PROJ-0188,Execução - Projeto Industrial 188,Execução,2023-06-12,2023-06-22,Concluído,10
PROJ-0188,Monitoramento - Projeto Industrial 188,Monitoramento,2023-08-30,2023-09-04,Concluído,5
PROJ-0188,Encerramento - Projeto Industrial 188,Encerramento,2023-11-17,2023-11-18,Concluído,1
PROJ-0189,Iniciação - Projeto Industrial 189,Iniciação,2023-12-15,,Atrasado,20
PROJ-0189,Planejamento - Projeto Industrial 189,Planejamento,2024-03-20,,Atrasado,5
PROJ-0189,Execução - Projeto Industrial 189,Execução,2024-06-24,,Atrasado,15
PROJ-0189,Monitoramento - Projeto Industrial 189,Monitoramento,2024-09-28,,Atrasado,12
PROJ-0190,Iniciação - Projeto Comercial 190,Iniciação,2024-01-05,2024-01-15,Concluído,10
PROJ-0190,Planejamento - Projeto Comercial 190,Planejamento,2024-06-16,2024-06-23,Concluído,7
PROJ-0190,Execução - Projeto Comercial 190,Execução,2024-11-26,2024-11-30,Concluído,4
PROJ-0191,Iniciação - Projeto Industrial 191,Iniciação,2023-02-28,2023-03-01,Concluído,1
PROJ-0191,Planejamento - Projeto Industrial 191,Planejamento,2023-03-16,2023-03-18,Concluído,2
PROJ-0191,Execução - Projeto Industrial 191,Execução,2023-04-02,2023-04-02,Concluído,0
PROJ-0191,Monitoramento - Projeto Industrial 191,Monitoramento,2023-04-18,2023-04-18,Concluído,0
PROJ-0191,Encerramento - Projeto Industrial 191,Encerramento,2023-05-05,2023-05-09,Concluído,4
PROJ-0191,Encerramento - Projeto Industrial 191,Encerramento,2023-05-22,2023-05-29,Concluído,7
PROJ-0192,Iniciação - Projeto Industrial 192,Iniciação,2023-12-16,2023-12-17,Concluído,1
PROJ-0192,Planejamento - Projeto Industrial 192,Planejamento,2024-02-28,2024-03-02,Concluído,3
PROJ-0192,Execução - Projeto Industrial 192,Execução,2024-05-12,2024-05-20,Concluído,8
PROJ-0193,Iniciação - Projeto Residencial 193,Iniciação,2024-03-29,2024-04-04,Concluído,6
PROJ-0193,Planejamento - Projeto Residencial 193,Planejamento,2024-07-30,2024-08-06,Concluído,7
PROJ-0193,Execução - Projeto Residencial 193,Execução,2024-11-30,,Atrasado,16
PROJ-0193,Monitoramento - Projeto Residencial 193,Monitoramento,2025-04-03,2025-04-13,Concluído,10
PROJ-0194,Iniciação - Projeto Industrial 194,Iniciação,2023-10-02,2023-10-11,Concluído,9
PROJ-0194,Planejamento - Projeto Industrial 194,Planejamento,2023-10-26,,Atrasado,9
PROJ-0194,Execução - Projeto Industrial 194,Execução,2023-11-19,2023-11-25,Concluído,6
PROJ-0194,Monitoramento - Projeto Industrial 194,Monitoramento,2023-12-13,2023-12-23,Concluído,10
PROJ-0194,Encerramento - Projeto Industrial 194,Encerramento,2024-01-06,2024-01-07,Concluído,1
PROJ-0194,Encerramento - Projeto Industrial 194,Encerramento,2024-01-31,2024-02-07,Concluído,7
PROJ-0195,Iniciação - Projeto Industrial 195,Iniciação,2024-01-20,2024-01-24,Concluído,4
PROJ-0195,Planejamento - Projeto Industrial 195,Planejamento,2024-02-24,2024-02-24,Concluído,0
PROJ-0195,Execução - Projeto Industrial 195,Execução,2024-03-30,,Atrasado,16
PROJ-0195,Monitoramento - Projeto Industrial 195,Monitoramento,2024-05-04,2024-05-07,Concluído,3
PROJ-0195,Encerramento - Projeto Industrial 195,Encerramento,2024-06-08,2024-06-15,Concluído,7
PROJ-0195,Encerramento - Projeto Industrial 195,Encerramento,2024-07-13,2024-07-20,Concluído,7
PROJ-0196,Iniciação - Projeto Comercial 196,Iniciação,2023-05-17,2023-05-22,Concluído,5
PROJ-0196,Planejamento - Projeto Comercial 196,Planejamento,2023-08-22,2023-08-23,Concluído,1
PROJ-0196,Execução - Projeto Comercial 196,Execução,2023-11-27,2023-12-07,Concluído,10
PROJ-0196,Monitoramento - Projeto Comercial 196,Monitoramento,2024-03-04,,Atrasado,16
PROJ-0197,Iniciação - Projeto Comercial 197,Iniciação,2024-01-29,2024-01-29,Concluído,0
PROJ-0197,Planejamento - Projeto Comercial 197,Planejamento,2024-04-05,2024-04-11,Concluído,6
PROJ-0197,Execução - Projeto Comercial 197,Execução,2024-06-11,2024-06-15,Concluído,4
PROJ-0197,Monitoramento - Projeto Comercial 197,Monitoramento,2024-08-17,2024-08-20,Concluído,3
PROJ-0197,Encerramento - Projeto Comercial 197,Encerramento,2024-10-23,2024-10-24,Concluído,1
PROJ-0198,Iniciação - Projeto Infraestrutura 198,Iniciação,2023-11-25,2023-11-26,Concluído,1
PROJ-0198,Planejamento - Projeto Infraestrutura 198,Planejamento,2024-01-05,2024-01-15,Concluído,10
PROJ-0198,Execução - Projeto Infraestrutura 198,Execução,2024-02-15,2024-02-18,Concluído,3
PROJ-0198,Monitoramento - Projeto Infraestrutura 198,Monitoramento,2024-03-27,,Atrasado,5
PROJ-0198,Encerramento - Projeto Infraestrutura 198,Encerramento,2024-05-07,2024-05-07,Concluído,0
PROJ-0198,Encerramento - Projeto Infraestrutura 198,Encerramento,2024-06-18,,Atrasado,15
PROJ-0199,Iniciação - Projeto Residencial 199,Iniciação,2023-06-24,2023-06-26,Concluído,2
PROJ-0199,Planejamento - Projeto Residencial 199,Planejamento,2023-09-30,2023-10-09,Concluído,9
PROJ-0199,Execução - Projeto Residencial 199,Execução,2024-01-07,2024-01-10,Concluído,3
PROJ-0199,Monitoramento - Projeto Residencial 199,Monitoramento,2024-04-15,2024-04-16,Concluído,1
PROJ-0200,Iniciação - Projeto Industrial 200,Iniciação,2023-02-27,2023-03-08,Concluído,9
PROJ-0200,Planejamento - Projeto Industrial 200,Planejamento,2023-06-10,2023-06-13,Concluído,3
PROJ-0200,Execução - Projeto Industrial 200,Execução,2023-09-22,2023-09-25,Concluído,3
PROJ-0200,Monitoramento - Projeto Industrial 200,Monitoramento,2024-01-04,2024-01-09,Concluído,5
